,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,total_spent,parent,total_accepted_coupons,number_of_total_purchases
1724,Post Graduate,Single,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,41,324,1,0,17
1725,Post Graduate,Single,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,44,69,1,0,9
1726,Graduate,In Relationship,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,68,252,2,0,16
1727,Under Graduate,Single,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,58,54,1,0,5
1728,Post Graduate,In Relationship,74881.0,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,62,964,2,0,27
1729,Graduate,In Relationship,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,72,1327,1,0,28
1730,Post Graduate,In Relationship,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,59,68,2,0,7
1731,Graduate,In Relationship,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,64,60,0,0,5
1732,Graduate,Single,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,68,55,2,1,5
1733,Graduate,In Relationship,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,57,1456,0,1,21
1734,Under Graduate,Single,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,65,563,1,0,18
1735,Graduate,Single,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,69,1504,1,0,26
1736,Graduate,Single,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,56,564,2,0,19
1737,Graduate,In Relationship,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,60,1125,0,1,23
1738,Graduate,In Relationship,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,64,358,1,1,17
1739,Post Graduate,In Relationship,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,52,42,1,0,5
1740,Graduate,In Relationship,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,59,184,1,1,10
1741,Graduate,In Relationship,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,40,460,1,0,19
1742,Post Graduate,Single,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,78,145,0,0,8
1743,Graduate,In Relationship,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,76,1376,0,0,25
1744,Post Graduate,Single,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,54,792,1,0,23
1745,Graduate,In Relationship,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,71,1382,0,0,23
1746,Under Graduate,In Relationship,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,76,28,0,0,4
1747,Post Graduate,In Relationship,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,77,1033,0,0,24
1748,Graduate,Single,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,54,882,1,0,23
1749,Post Graduate,In Relationship,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,74,2231,0,3,15
1750,Post Graduate,In Relationship,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,62,1101,1,1,19
1751,Graduate,In Relationship,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,49,369,1,0,16
1752,Under Graduate,Single,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,43,48,1,0,5
1753,Post Graduate,Single,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,74,467,1,1,19
1754,Graduate,Single,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,52,44,2,0,8
1755,Under Graduate,Single,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,44,38,2,0,10
1756,Graduate,In Relationship,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,55,81,2,0,9
1757,Post Graduate,Single,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,52,167,1,0,10
1758,Post Graduate,In Relationship,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,68,45,2,0,7
1759,Graduate,In Relationship,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,51,664,1,0,21
1760,Under Graduate,In Relationship,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,59,622,1,0,20
1761,Under Graduate,Single,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,44,48,1,0,7
1762,Graduate,In Relationship,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,48,461,1,0,16
1763,Graduate,In Relationship,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,46,1073,1,0,26
1764,Under Graduate,In Relationship,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,37,55,1,0,8
1765,Graduate,In Relationship,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,67,976,1,0,26
1766,Post Graduate,Single,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,43,20,1,0,5
1767,Graduate,In Relationship,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,41,1149,0,0,17
1768,Under Graduate,In Relationship,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,62,43,0,0,6
1769,Post Graduate,In Relationship,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,48,224,1,1,10
1770,Post Graduate,Single,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,49,101,1,0,9
1771,Post Graduate,In Relationship,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,77,209,0,0,10
1772,Graduate,Single,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,38,968,0,0,21
1773,Post Graduate,In Relationship,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,71,1165,0,0,17
1774,Graduate,In Relationship,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,56,24,1,0,5
1775,Graduate,In Relationship,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,68,252,2,0,16
1776,Graduate,Single,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,38,165,1,0,12
1777,Post Graduate,In Relationship,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,46,269,0,0,13
1778,Post Graduate,In Relationship,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,50,102,1,0,7
1779,Under Graduate,In Relationship,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,39,461,0,0,19
1780,Under Graduate,Single,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,44,47,1,0,7
1781,Post Graduate,Single,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,47,144,2,0,10
1782,Graduate,In Relationship,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,55,1338,0,0,24
1783,Graduate,In Relationship,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,64,917,1,0,25
1784,Graduate,In Relationship,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,52,318,2,0,17
1785,Graduate,Single,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,56,253,2,0,14
1786,Graduate,In Relationship,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,50,502,1,0,20
1787,Graduate,In Relationship,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,40,119,1,0,7
1788,Under Graduate,In Relationship,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,44,1250,2,0,29
1789,Graduate,In Relationship,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,44,969,1,0,24
1790,Graduate,In Relationship,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,73,76,2,0,9
1791,Post Graduate,Single,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,60,62,2,0,7
1792,Under Graduate,In Relationship,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,61,1382,0,1,26
1793,Graduate,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,47,84,1,0,7
1794,Graduate,In Relationship,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,71,255,2,1,14
1795,Post Graduate,In Relationship,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,63,43,2,0,5
1796,Graduate,Single,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,68,398,1,0,14
1797,Post Graduate,Single,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,46,76,1,0,8
1798,Graduate,In Relationship,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,59,902,2,1,15
1799,Under Graduate,In Relationship,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,42,823,1,0,21
1800,Graduate,In Relationship,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,47,1179,1,0,26
1801,Graduate,In Relationship,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,49,1921,1,1,29
1802,Post Graduate,In Relationship,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,72,185,2,0,10
1803,Graduate,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,57,433,2,0,23
1804,Graduate,In Relationship,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,72,34,2,1,6
1805,Graduate,In Relationship,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,65,907,1,0,27
1806,Post Graduate,Single,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,57,416,2,0,25
1807,Graduate,Single,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,59,44,2,0,10
1808,Graduate,In Relationship,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,67,1588,0,0,17
1809,Post Graduate,Single,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,49,1797,0,1,17
1810,Graduate,In Relationship,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,57,40,2,0,6
1811,Post Graduate,Single,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,60,1143,1,0,21
1812,Post Graduate,In Relationship,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,54,914,0,1,14
1813,Graduate,In Relationship,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,31,1502,0,1,12
1814,Graduate,Single,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,69,1338,1,0,20
1815,Post Graduate,In Relationship,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,40,27,1,0,5
1816,Under Graduate,In Relationship,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,41,763,1,1,22
1817,Graduate,Single,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,72,1331,0,0,22
1818,Graduate,In Relationship,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,67,525,2,0,19
1819,Post Graduate,In Relationship,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,62,9,2,0,4
1820,Graduate,In Relationship,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,61,953,1,1,16
1821,Post Graduate,Single,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,52,68,2,0,7
1822,Post Graduate,Single,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,52,131,2,0,10
1823,Graduate,In Relationship,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,55,882,1,0,23
1824,Under Graduate,In Relationship,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,45,1149,0,0,25
1825,Graduate,In Relationship,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,54,37,1,0,5
1826,Post Graduate,Single,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,58,388,1,0,15
1827,Graduate,In Relationship,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,37,1428,0,0,16
1828,Post Graduate,In Relationship,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,65,1633,0,0,24
1829,Post Graduate,In Relationship,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,48,173,1,0,10
1830,Graduate,Single,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,36,99,1,0,9
1831,Graduate,In Relationship,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,64,215,1,0,12
1832,Post Graduate,In Relationship,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,61,929,1,0,31
1833,Graduate,In Relationship,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,49,219,1,0,12
1834,Graduate,In Relationship,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,46,174,2,0,12
1835,Graduate,In Relationship,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,45,92,2,0,9
1836,Post Graduate,In Relationship,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,53,1052,0,0,25
1837,Graduate,In Relationship,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,66,275,1,1,14
1838,Under Graduate,In Relationship,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,68,587,1,0,16
1839,Post Graduate,Single,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,69,1662,1,0,33
1840,Post Graduate,In Relationship,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,41,159,1,0,11
1841,Post Graduate,Single,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,70,1024,0,3,18
1842,Post Graduate,Single,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,55,35,1,0,7
1843,Post Graduate,In Relationship,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,66,1042,0,0,15
1844,Post Graduate,In Relationship,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,58,395,2,0,19
1845,Post Graduate,In Relationship,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,48,557,0,3,23
1846,Post Graduate,In Relationship,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,60,9,2,0,15
1847,Graduate,In Relationship,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,33,69,0,0,6
1848,Post Graduate,In Relationship,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,57,486,1,0,18
1849,Graduate,Single,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,35,34,1,0,6
1850,Under Graduate,Single,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,28,1365,0,2,28
1851,Graduate,In Relationship,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,48,13,1,0,4
1852,Post Graduate,In Relationship,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,45,1401,0,0,21
1853,Graduate,In Relationship,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,62,1574,0,0,14
1854,Post Graduate,Single,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,39,1323,0,0,20
1855,Post Graduate,Single,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,52,1217,1,2,32
1856,Post Graduate,Single,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,72,103,3,0,7
1857,Post Graduate,In Relationship,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,47,84,0,0,7
1858,Post Graduate,In Relationship,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,51,1536,0,0,23
1859,Graduate,In Relationship,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,38,581,1,0,18
1860,Post Graduate,In Relationship,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,57,928,1,0,14
1861,Under Graduate,Single,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,48,14,0,0,4
1862,Graduate,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,44,424,1,0,15
1863,Graduate,In Relationship,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,52,960,1,0,14
1864,Graduate,In Relationship,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,41,1555,0,1,20
1865,Graduate,Single,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,50,656,2,1,29
1866,Post Graduate,In Relationship,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,55,55,2,0,9
1867,Graduate,Single,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,39,20,1,0,5
1868,Post Graduate,In Relationship,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,52,367,1,0,17
1869,Under Graduate,In Relationship,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,46,2257,0,3,22
1870,Post Graduate,Single,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,56,42,1,0,7
1871,Graduate,Single,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,59,1049,1,0,26
1872,Graduate,Single,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,51,48,2,0,7
1873,Post Graduate,Single,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,75,685,1,0,25
1874,Graduate,Single,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,71,39,1,0,5
1875,Under Graduate,Single,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,36,43,0,0,5
1876,Post Graduate,Single,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,64,835,0,0,21
1877,Graduate,In Relationship,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,65,1515,0,1,20
1878,Post Graduate,In Relationship,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,72,1039,1,0,26
1879,Graduate,Single,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,48,1596,1,0,26
1880,Post Graduate,In Relationship,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,39,1828,0,0,18
1881,Post Graduate,In Relationship,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,54,34,1,1,6
1882,Post Graduate,Single,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,55,149,1,0,10
1883,Post Graduate,Single,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,54,946,1,1,23
1884,Post Graduate,Single,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,38,28,0,0,6
1885,Graduate,Single,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,39,450,1,0,17
1886,Post Graduate,In Relationship,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,66,46,2,0,5
1887,Post Graduate,Single,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,52,1702,0,1,16
1888,Graduate,In Relationship,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,48,820,2,0,25
1889,Graduate,In Relationship,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,41,382,1,1,15
1890,Post Graduate,In Relationship,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,35,2126,0,0,20
1891,Post Graduate,In Relationship,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,34,2069,0,3,20
1892,Graduate,In Relationship,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,38,72,1,0,7
1893,Graduate,Single,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,55,732,1,2,28
1894,Graduate,Single,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,49,801,0,0,11
1895,Graduate,Single,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,74,236,1,0,12
1896,Under Graduate,In Relationship,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,45,80,1,1,5
1897,Post Graduate,Single,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,69,1685,0,1,15
1898,Post Graduate,Single,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,78,277,0,0,27
1899,Post Graduate,In Relationship,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,73,507,1,0,18
1900,Post Graduate,In Relationship,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,59,68,2,0,7
1901,Graduate,Single,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,40,49,0,0,5
1902,Post Graduate,In Relationship,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,36,397,0,0,15
1903,Graduate,Single,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,52,39,1,0,9
1904,Graduate,In Relationship,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,55,306,1,1,14
1905,Graduate,In Relationship,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,69,976,0,0,14
1906,Post Graduate,In Relationship,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,52,1028,1,0,28
1907,Graduate,In Relationship,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,37,70,1,0,7
1908,Graduate,In Relationship,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,64,46,0,0,5
1909,Post Graduate,In Relationship,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,43,51,1,1,5
1910,Under Graduate,In Relationship,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,63,1263,0,0,21
1911,Graduate,Single,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,53,1490,1,1,22
1912,Post Graduate,In Relationship,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,52,1564,0,0,24
1913,Graduate,In Relationship,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,56,1815,1,2,18
1914,Post Graduate,Single,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,60,1198,1,0,31
1915,Graduate,Single,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,55,416,1,2,23
1916,Graduate,In Relationship,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,33,85,0,0,6
